Engine RPM(rpm),Horsepower (At the wheels)(hp),Miles Per Gallon(Instant)(mpg),Litres Per 100 Kilometer(Instant)(l/100km)
1436.25,7.6,21.72,13
1422.75,-,19.37,14.59
1432.0,-,18.55,15.23
1421.25,-,20.8,13.58
1391.25,-,21.92,12.89
1393.75,-,21.75,12.99
1389.75,-,20.9,13.52
1390.75,-,20.13,14.03
1391.5,-,20.49,13.79
1389.0,-,20.49,13.79
1386.5,-,20.56,13.74
1383.0,-,20.43,13.83
1374.25,-,18.87,14.97
1377.75,-,16.43,17.19
1401.25,-,17.1,16.52
1414.0,6.27,16.95,16.66
1416.5,6.27,17.65,16.01
1415.5,6.2,18.78,15.04
1428.75,6.2,18.12,15.59
1427.75,6.2,18.5,15.27
1434.25,6.2,18.98,14.88
1441.5,-,19.03,14.84
1460.0,-,19.5,14.48
1439.75,-,19.03,14.84
1444.0,5.59,18.75,15.07
1441.25,5.59,20.32,13.9
1419.5,5.59,21.76,12.98
1430.75,5.59,20.35,13.88
1423.5,-,20.15,14.02
1429.25,-,19.97,14.14
1418.5,-,20.8,13.58
1418.25,-,20.89,13.52
1414.75,-,21.11,13.38
1415.0,-,20.03,14.11
1417.75,-,18.92,14.93
1428.25,-,19.31,14.62
1424.5,-,19.67,14.36
1426.75,-,18.83,15
1434.0,-,18.24,15.48
1446.75,5.78,17.05,16.57
1457.0,5.78,17.56,16.09
1442.5,5.78,19.05,14.83
1436.75,-,19.03,14.84
1444.75,6.46,18.11,15.6
1463.0,6.46,17.85,15.83
1461.75,6.46,18.83,15
1441.0,-,22.29,12.67
1437.5,-,20.67,13.66
1430.5,-,20.92,13.5
1427.75,-,20.83,13.56
1424.75,-,20.53,13.76
1423.0,-,21.05,13.42
1417.5,-,21.08,13.4
1412.25,-,20.2,13.99
1408.25,-,20.74,13.62
1432.25,-,17.38,16.25
1410.5,-,17.8,15.87
1420.5,5.58,18.43,15.32
1435.5,5.58,16.93,16.69
1436.75,5.58,17.32,16.3
1439.5,5.58,19.29,14.64
1417.75,-,20.2,13.98
1378.25,-,23.56,11.99
1365.75,-,24.29,11.63
1333.25,-,20.62,13.7
1332.5,-,20.55,13.74
1331.5,-,19.22,14.69
1354.25,5.46,15.5,18.23
1368.25,5.46,16.58,17.04
1383.75,5.57,17.9,15.78
1383.25,5.57,18.0,15.69
1390.0,5.57,19.55,14.45
1399.25,5.39,18.33,15.41
1419.0,5.39,18.82,15.01
1372.0,5.39,19.62,14.4
1369.25,-,22.23,12.7
1358.25,-,23.35,12.1
1337.0,-,21.93,12.88
1316.0,-,20.52,13.76
1314.0,-,21.21,13.32
1262.75,-,22.81,12.38
1235.0,-,22.91,12.33
1227.0,-,17.73,15.94
1208.75,-,18.16,15.56
1219.5,-,19.12,14.77
1186.0,-,21.06,13.42
932.25,-,25.62,11.03
873.0,-,28.12,10.05
901.5,-,28.13,10.04
874.5,-,26.15,10.8
843.75,-,25.85,10.93
867.25,-,20.56,13.74
873.0,-,18.79,15.03
863.25,-,16.54,17.08
874.5,-,15.98,17.67
869.5,-,14.48,19.51
864.25,-,13.43,21.04
868.25,-,12.79,22.09
873.5,-,9.54,29.6
854.75,-,7.63,37
868.75,-,6.12,46.12
869.5,-,3.98,70.96
812.0,-,1.99,142.29
796.75,-,1.42,198.63
1037.25,0.69,2.27,124.62
1256.25,11.69,3.13,90.39
1666.75,10.42,4.48,63
1316.0,4.62,5.76,49.05
1046.25,4.62,8.19,34.48
1194.75,4.24,6.69,42.19
1181.25,2.44,8.47,33.37
1174.75,2.44,9.06,31.18
1207.75,2.44,7.06,40.02
1332.0,8.39,7.09,39.84
1392.0,5.04,7.49,37.73
1552.0,5.04,6.33,44.61
1683.0,13.67,4.98,56.73
1784.75,14.09,4.94,57.17
1802.75,14.09,5.32,53.07
1434.75,15.8,8.01,35.28
1529.25,4.47,8.03,35.18
1599.25,12.03,7.16,39.47
1658.75,12.03,7.32,38.59
1743.75,17.11,6.13,46.06
1249.75,17.11,15.08,18.73
1398.75,17.11,17.43,16.2
1429.5,-,15.51,18.22
1439.75,6.21,15.91,17.76
1433.5,6.21,15.95,17.71
1455.25,4.61,15.5,18.22
1460.75,4.61,16.56,17.05
1424.5,4.61,18.08,15.62
1392.75,4.61,18.68,15.12
1370.5,-,16.87,16.75
1360.75,-,17.34,16.29
1324.75,-,18.93,14.92
1257.75,-,18.55,15.23
1217.75,-,19.0,14.87
1093.5,-,19.11,14.78
815.75,-,19.13,14.77
1069.5,-,14.67,19.26
1098.25,-,9.04,31.23
1176.5,8.98,8.14,34.72
1362.75,21.44,6.66,42.42
1435.75,21.44,6.59,42.84
1596.0,19.38,6.02,46.96
1623.0,13.38,9.99,28.29
1361.25,13.38,10.08,28.03
1387.25,13.38,9.9,28.55
1431.25,9.77,11.58,24.4
1449.25,5.24,12.2,23.16
1443.0,4.64,14.61,19.34
1469.25,4.64,14.92,18.94
1520.25,5.48,13.6,20.76
1537.25,5.04,13.53,20.88
1558.75,5.04,11.85,23.84
1631.5,14.07,10.79,26.18
1645.25,5.22,10.41,27.13
1620.5,5.22,13.36,21.15
1682.75,5.22,11.66,24.24
1709.5,12.81,13.46,20.98
1772.0,11.74,8.13,34.73
1715.25,11.74,8.78,32.17
1018.0,11.74,28.25,10
909.5,11.74,34.15,8.27
867.75,-,38.31,7.37
864.5,-,37.64,7.51
871.25,-,36.68,7.7
871.5,-,35.92,7.86
865.0,-,33.63,8.4
880.25,-,32.31,8.74
871.0,-,31.25,9.04
881.5,-,28.32,9.97
880.0,-,28.27,9.99
871.5,-,27.63,10.22
1076.0,-,22.31,12.66
1060.0,-,19.87,14.22
1050.0,-,21.32,13.25
1049.25,-,22.11,12.77
1063.25,4.24,16.03,17.62
1089.0,4.24,12.89,21.91
1119.25,9.56,13.02,21.7
1130.5,9.78,12.9,21.9
1172.5,5.87,12.32,22.94
1206.25,5.87,12.33,22.91
1235.0,9.07,13.34,21.18
1247.75,5.05,14.01,20.16
1277.25,5.05,14.29,19.77
1282.75,5.71,16.07,17.58
1303.0,6.74,17.06,16.56
1317.0,5.35,16.97,16.64
1327.25,5.35,17.41,16.23
1333.25,5.35,17.03,16.59
1352.5,5.72,17.76,15.9
1357.75,5.72,17.42,16.22
1368.75,5.72,17.33,16.3
1387.0,4.86,17.2,16.42
1390.0,4.86,16.7,16.92
1399.5,4.86,17.23,16.39
1397.5,5.67,17.21,16.41
1401.25,5.67,16.88,16.74
1394.5,5.67,11.91,23.72
1424.5,6.72,10.07,28.06
1439.25,6.72,9.55,29.59
1466.5,6.05,9.56,29.55
1477.0,6.05,9.27,30.46
1492.5,12,9.39,30.08
1514.75,12,9.35,30.22
1528.75,7.37,9.84,28.7
1533.75,7.37,14.72,19.19
1534.5,7.37,17.21,16.42
1529.75,-,19.03,14.85
1520.25,-,19.8,14.27
1526.0,-,20.23,13.97
1509.0,-,19.42,14.55
1475.25,-,19.05,14.83
1482.0,-,21.18,13.34
1463.5,-,22.52,12.54
1445.75,-,22.25,12.7
1431.75,-,22.42,12.6
1420.5,-,22.21,12.72
1402.75,-,21.49,13.14
1425.25,-,21.05,13.42
1454.5,-,19.92,14.18
1437.75,6.27,20.07,14.08
1450.0,6.27,20.09,14.06
1452.75,6.27,20.55,13.74
1446.75,-,20.82,13.57
1442.0,-,21.07,13.41
1441.25,-,20.86,13.54
1431.75,-,20.56,13.74
1430.25,-,20.65,13.68
1409.5,-,20.7,13.64
1419.25,-,20.25,13.95
1412.75,-,21.64,13.05
1392.0,-,21.48,13.15
1393.0,5.95,17.93,15.75
1400.0,5.95,17.7,15.96
1406.5,5.95,18.2,15.52
1414.25,5.95,18.11,15.6
1417.5,6.37,18.5,15.27
1429.25,6.37,17.78,15.89
1427.25,6.37,17.69,15.96
1436.25,6.37,18.39,15.36
1421.25,-,18.03,15.66
1416.25,-,18.37,15.38
1425.25,5.49,17.18,16.45
1435.0,5.49,16.43,17.19
1441.25,5.49,16.93,16.69
1424.75,-,20.35,13.88
1428.25,-,19.11,14.79
1449.5,-,18.2,15.52
1449.5,-,17.73,15.93
1482.0,6.19,11.67,24.22
1488.75,5.69,13.17,21.44
1501.0,5.69,17.95,15.74
1478.25,6.72,20.61,13.7
1462.5,6.72,21.28,13.27
1445.75,6.72,22.6,12.5
1431.5,-,22.31,12.66
1420.0,-,19.48,14.5
1437.0,-,17.94,15.75
1439.25,5.36,17.87,15.8
1447.5,5.36,19.13,14.76
1446.5,5.36,18.73,15.08
1445.0,5.36,18.63,15.16
1456.75,-,18.93,14.92
1443.75,-,19.65,14.37
1454.0,-,19.74,14.31
1445.75,-,19.18,14.73
1466.0,-,15.4,18.35
1484.0,5.7,17.35,16.28
1482.5,5.7,19.2,14.71
1486.0,5.7,17.69,15.97
1496.5,-,18.52,15.25
1480.75,-,20.19,13.99
1453.25,-,13.74,20.55
1441.25,-,18.12,15.59
1410.25,-,19.8,14.27
1419.0,-,20.1,14.05
1396.25,-,20.71,13.64
1394.5,-,20.99,13.46
1394.5,-,20.23,13.97
1388.25,-,20.2,13.99
1394.0,-,19.19,14.72
1371.5,-,21.6,13.08
1362.25,-,21.18,13.34
1349.25,-,15.16,18.63
1375.5,6.38,15.53,18.19
1376.25,6.38,18.02,15.68
1354.5,6.38,15.2,18.58
1361.75,6.38,19.25,14.67
1364.25,-,20.15,14.02
1355.25,-,20.03,14.1
1345.25,-,20.15,14.02
1354.0,-,20.18,14
1357.0,-,20.61,13.7
1357.75,-,19.39,14.57
1361.25,-,19.28,14.65
1362.25,-,18.95,14.91
1363.0,-,18.71,15.1
1370.5,6.13,18.82,15.01
1376.0,6.13,18.64,15.16
1388.25,6.13,17.85,15.82
1391.5,-,17.47,16.17
1398.25,5.67,18.93,14.93
1402.5,5.67,18.88,14.96
1408.0,5.67,18.98,14.89
1402.0,-,19.74,14.31
1407.75,-,20.02,14.11
1391.75,-,19.52,14.47
1380.5,-,19.22,14.7
1350.5,-,18.08,15.63
1334.0,-,17.76,15.9
1309.5,-,16.81,16.8
1273.75,-,17.67,15.99
1255.0,-,17.4,16.23
1219.25,-,17.67,15.98
1216.75,-,15.85,17.83
1202.5,-,16.67,16.94
1175.75,-,16.98,16.64
1169.5,-,16.95,16.66
1168.5,-,15.34,18.42
1177.75,4.99,16.07,17.57
1178.25,4.99,12.44,22.71
1194.75,4.99,13.84,20.41
1226.0,10.62,12.15,23.25
1258.75,6.81,15.05,18.77
1267.25,6.81,16.49,17.13
1282.0,6.81,16.47,17.15
1299.5,10.03,17.69,15.97
1333.25,10.03,19.67,14.36
1341.75,5.01,20.02,14.11
1380.75,6.16,21.34,13.24
1387.25,6.16,21.07,13.41
1380.0,7.78,20.65,13.68
1386.5,6.58,20.77,13.6
1388.5,6.58,21.58,13.09
1387.25,6.58,15.12,18.69
1392.75,6.58,19.72,14.33
1409.0,-,18.62,15.17
1418.0,12.12,20.17,14
1418.0,12.12,21.9,12.9
1418.0,12.12,14.04,20.11
1384.5,-,12.99,21.74
1347.25,-,13.0,21.74
1322.0,-,13.2,21.4
1264.0,-,16.69,16.93
1208.75,-,13.53,20.88
1146.75,-,13.26,21.3
1088.0,-,13.54,20.86
1081.5,4.45,12.88,21.94
1126.0,4.45,12.08,23.38
1156.5,9.33,13.64,20.7
1175.0,4.98,14.01,20.16
1169.25,4.98,14.34,19.7
1169.5,4.98,14.41,19.6
1181.0,4.98,14.76,19.14
1183.0,-,15.71,17.98
1185.5,-,16.08,17.57
1185.0,-,17.36,16.27
1187.5,-,18.94,14.91
1186.75,-,16.24,17.39
1199.0,-,16.36,17.27
1212.0,6.08,16.13,17.51
1212.25,6.08,19.06,14.82
1200.5,6.08,21.56,13.1
1163.75,-,22.98,12.29
1150.25,-,18.44,15.32
1153.75,-,19.0,14.86
1166.5,-,13.61,20.75
1230.5,8.86,11.9,23.74
1244.0,10.11,13.45,21
1259.75,10.11,16.06,17.59
1268.0,10.11,16.38,17.24
1277.0,5.63,16.71,16.9
1287.5,5.63,19.15,14.75
1264.25,5.63,21.27,13.28
1267.0,-,17.85,15.82
1293.5,5.06,14.9,18.96
1301.5,5.35,15.33,18.42
1314.5,5.35,14.7,19.21
1313.5,5.93,17.43,16.2
1317.0,5.93,18.54,15.23
1316.25,5.93,18.39,15.36
1327.75,4.9,19.09,14.8
1342.75,4.9,16.77,16.85
1354.25,6.94,17.37,16.26
1372.75,5.72,12.8,22.07
1397.0,5.72,14.95,18.89
1374.75,5.72,19.05,14.82
1366.25,5.72,16.94,16.67
1316.25,-,13.1,21.57
1296.0,-,13.1,21.56
1261.5,-,20.62,13.7
1216.0,-,20.45,13.81
1230.5,-,14.16,19.95
1210.0,-,18.1,15.61
1204.25,-,19.6,14.41
1192.75,-,19.93,14.18
1168.75,-,19.64,14.39
1197.25,-,15.24,18.54
1219.5,5.25,11.97,23.6
1224.0,4.97,15.6,18.11
1208.5,4.97,19.81,14.26
1193.0,4.97,21.43,13.18
1201.75,-,14.99,18.84
1217.75,6.29,13.41,21.07
1255.5,5.23,12.12,23.31
1272.75,5.23,13.21,21.38
1297.25,6.02,14.32,19.73
1312.75,6.5,15.63,18.07
1332.25,5.93,16.13,17.51
1352.75,5.93,15.44,18.29
1346.0,6.38,14.02,20.14
1361.75,6.38,12.35,22.88
1391.25,6.15,15.15,18.65
1403.75,6.99,13.48,20.96
1411.75,6.99,14.78,19.11
1429.5,6.73,15.21,18.57
1446.25,6.73,11.99,23.56
1450.5,6.82,12.75,22.15
1451.0,6.82,16.09,17.56
1462.0,6.82,19.03,14.85
1464.25,6.97,18.96,14.9
1457.5,6.97,19.44,14.53
1421.25,6.97,21.4,13.2
1419.5,-,20.56,13.74
1400.5,-,20.38,13.86
1414.75,-,19.99,14.13
1413.75,-,17.74,15.92
1416.5,-,16.88,16.74
1415.75,6.73,12.02,23.5
1416.75,6.73,9.96,28.37
1438.25,6.73,9.42,29.99
1449.75,7.69,9.53,29.65
1434.0,7.69,13.68,20.65
1421.75,7.69,15.62,18.09
1421.25,-,13.8,20.47
1409.25,-,14.46,19.53
1407.5,-,11.2,25.22
1392.5,-,13.09,21.58
1423.25,-,16.55,17.07
1380.25,-,11.83,23.87
1410.25,6.98,12.87,21.94
1424.5,6.37,13.56,20.84
1447.5,6.85,13.39,21.09
1442.5,6.85,17.16,16.46
1443.25,6.85,19.69,14.34
1455.75,6.83,19.05,14.83
1443.0,6.83,17.67,15.99
1429.0,6.83,20.38,13.86
1405.25,-,13.77,20.52
1402.25,-,13.06,21.63
1424.75,-,18.98,14.89
1415.5,6.75,20.09,14.06
1429.25,6.75,20.38,13.86
1431.25,6.75,14.06,20.09
1425.5,-,13.2,21.4
1411.5,-,13.0,21.74
1129.25,-,25.15,11.23
902.75,-,29.55,9.56
886.0,-,31.94,8.84
853.0,-,31.81,8.88
884.25,-,32.69,8.64
861.5,-,31.85,8.87
865.5,-,31.54,8.96
881.75,-,30.08,9.39
873.0,-,24.93,11.33
868.5,-,22.7,12.44
852.5,-,22.33,12.65
876.25,-,19.46,14.51
865.25,-,16.7,16.92
974.5,-,9.47,29.82
1085.25,10.29,8.34,33.88
1186.25,10.29,7.74,36.5
1251.75,12.01,7.36,38.4
1351.5,12.37,7.58,37.29
1407.25,12.77,8.87,31.85
1184.25,12.77,12.79,22.08
904.5,12.77,14.82,19.06
871.25,12.77,13.9,20.33
934.0,-,12.88,21.93
1421.0,-,6.88,41.04
1538.5,2.12,5.09,55.49
1084.5,2.13,7.3,38.7
1115.75,8.26,6.34,44.53
1206.25,8.26,6.53,43.24
1287.5,6.03,6.86,41.21
1371.0,5.79,7.83,36.05
1330.75,3.18,9.14,30.92
1377.0,3.18,6.91,40.85
1503.0,3.18,4.62,61.09
1769.75,18.89,4.23,66.77
1356.25,12.37,8.09,34.91
1368.75,8.74,7.93,35.63
1508.0,18.37,6.39,44.24
1651.0,22.5,5.86,48.18
1573.0,22.5,7.3,38.67
1368.5,22.5,10.35,27.3
1419.25,10.28,11.37,24.85
1457.0,6.37,12.65,22.32
1485.5,11.13,13.95,20.25
1514.0,11.13,14.62,19.32
1527.5,11.13,14.75,19.15
1557.75,12.67,15.46,18.27
1579.5,6.52,15.71,17.99
1404.25,6.52,14.5,19.47
1270.5,6.52,16.07,17.58
1251.25,-,13.4,21.08
1217.75,-,17.75,15.92
1188.5,-,20.98,13.46
1166.75,-,21.37,13.22
1126.0,-,14.09,20.04
1085.25,-,13.71,20.61
1069.5,-,18.93,14.92
1033.5,-,19.66,14.37
979.25,-,21.02,13.44
863.5,-,23.69,11.93
873.75,-,23.44,12.05
881.5,-,21.74,13
857.25,-,18.03,15.66
867.75,-,16.41,17.22
869.25,-,13.81,20.45
870.25,-,11.75,24.04
871.75,-,11.54,24.49
861.5,-,9.42,29.99
879.25,-,6.28,44.99
858.0,-,4.37,64.58
857.5,-,3.21,87.93
843.0,-,3.26,86.54
790.0,-,2.0,141.19
1046.75,-,0.83,339.7
1001.75,4.64,1.27,222.11
1198.25,10.96,3.42,82.5
1239.0,10.96,3.44,82.12
1695.75,6.02,2.91,96.93
1061.0,9.89,6.27,45.02
1126.25,2.6,5.63,50.13
1336.5,15.84,4.96,56.91
1604.5,20.15,4.45,63.48
1684.25,20.15,4.83,58.45
1233.0,20.15,8.23,34.33
1266.25,8.02,7.4,38.16
1357.5,9.02,8.38,33.71
1432.25,13.79,9.59,29.44
1490.5,13.79,6.49,43.54
1240.0,14.9,11.29,25.01
1308.25,14.9,10.0,28.25
1356.5,15.1,8.73,32.35
1442.25,16.93,8.02,35.2
1496.25,16.93,8.52,33.16
1549.0,11.79,8.35,33.83
1271.5,11.79,14.96,18.89
1267.75,6.02,16.36,17.26
1306.25,6.16,16.24,17.4
1319.75,6.16,15.72,17.96
1334.75,5.92,15.09,18.72
1334.75,5.92,17.67,15.98
1362.0,6.35,13.36,21.15
1366.75,6.51,15.43,18.31
1384.5,6.51,12.8,22.07
1393.0,6.51,11.23,25.16
1409.5,7.02,13.32,21.21
1426.25,7.02,17.08,16.54
1399.75,7.02,18.85,14.98
1413.75,-,18.79,15.03
1429.0,-,12.87,21.94
1426.75,-,13.51,20.91
1445.0,5.99,15.19,18.59
1455.25,5.99,15.67,18.03
1444.0,5.99,16.97,16.64
1440.0,7.25,18.21,15.51
1444.75,7.25,18.05,15.65
1404.0,7.25,21.27,13.28
1349.75,7.25,13.56,20.82
1342.75,-,16.56,17.06
1306.75,-,19.48,14.5
1313.0,-,20.26,13.94
1288.75,-,21.65,13.05
1292.25,-,16.97,16.64
1298.25,-,15.4,18.34
1311.75,5.79,18.04,15.66
1303.75,5.79,22.07,12.8
1283.25,5.79,22.22,12.71
1264.25,-,22.45,12.58
1173.5,-,14.0,20.18
1163.5,-,13.58,20.8
1202.5,-,11.97,23.59
1223.25,10.95,12.92,21.86
1250.75,6.27,13.57,20.81
1280.0,6.27,13.95,20.24
1304.0,6.01,14.19,19.91
1329.75,5.83,12.79,22.09
1338.75,12.75,13.43,21.03
1358.0,12.75,16.33,17.3
1381.75,12.75,18.23,15.5
1341.5,12.75,17.6,16.05
1353.25,-,17.17,16.45
1366.0,-,17.95,15.74
1364.0,6.16,18.05,15.65
1368.75,6.16,18.27,15.46
1379.5,6.16,18.32,15.42
1380.5,-,18.07,15.64
1383.0,-,18.46,15.3
1363.25,-,19.52,14.47
1345.75,-,20.97,13.47
1337.25,-,19.19,14.72
1326.5,-,21.05,13.42
1303.75,-,22.26,12.69
1289.25,-,22.02,12.83
1269.25,-,17.5,16.14
1292.5,6.5,17.14,16.48
1307.5,6.5,16.06,17.59
1326.5,6.5,15.57,18.14
1344.75,5.91,15.7,17.99
1361.75,6.77,13.77,20.51
1378.5,13.23,11.35,24.89
1400.0,13.23,15.78,17.9
1389.75,13.23,18.47,15.29
1362.5,-,13.86,20.39
1358.5,-,17.49,16.15
1359.5,-,17.6,16.05
1366.0,6.48,17.93,15.76
1377.5,6.48,18.14,15.57
1383.75,6.48,17.42,16.21
1387.5,-,16.29,17.34
1398.0,6.61,17.04,16.58
1408.0,6.61,17.34,16.29
1404.25,6.61,19.11,14.78
1407.0,-,16.97,16.64
1413.0,-,17.7,15.96
1421.5,7.8,17.85,15.82
1383.75,7.8,20.68,13.66
1393.25,7.8,23.05,12.26
1370.75,-,22.34,12.65
1362.5,-,21.7,13.02
1349.25,-,21.1,13.39
1333.25,-,21.15,13.36
1328.75,-,20.85,13.55
1328.5,-,19.45,14.52
1328.0,-,19.92,14.18
1308.0,-,20.68,13.66
1272.0,-,21.66,13.04
1277.75,-,21.17,13.34
1249.5,-,20.97,13.47
1213.75,-,19.75,14.31
1248.25,-,16.74,16.88
1250.75,5.42,16.38,17.24
1269.0,5.71,15.86,17.81
1286.0,5.71,16.87,16.75
1285.25,5.71,17.36,16.27
1273.25,-,17.89,15.79
1254.5,-,22.08,12.79
1247.75,-,22.5,12.56
1237.0,-,20.28,13.93
1235.25,-,20.41,13.84
1233.5,-,20.07,14.07
1234.0,-,19.78,14.28
1242.0,5.89,21.0,13.45
1195.5,5.89,22.2,12.72
1223.5,5.89,16.63,16.99
1251.75,11.55,16.12,17.53
1280.0,12.04,15.97,17.69
1319.5,6.13,16.68,16.93
1335.25,6.25,16.51,17.11
1365.75,6.25,15.79,17.89
1381.0,5.88,16.45,17.17
1398.0,7.78,16.84,16.78
1406.75,5.69,19.3,14.64
1381.5,5.69,20.96,13.48
1351.75,5.69,14.17,19.93
1311.0,-,18.24,15.49
1280.75,-,13.63,20.73
1229.0,-,13.4,21.08
1228.5,-,13.37,21.13
1202.25,-,13.73,20.57
1206.0,5.98,15.36,18.39
1174.75,5.98,21.06,13.42
1155.5,5.98,14.11,20.02
1171.5,-,12.66,22.32
1172.25,-,12.89,21.92
1209.75,11.31,12.59,22.43
1108.75,11.31,19.78,14.28
1037.5,11.31,14.57,19.39
988.5,-,13.73,20.58
999.0,-,14.02,20.16
1013.25,4.58,15.49,18.24
1033.25,4.58,13.71,20.61
1111.25,16.43,13.02,21.7
1139.75,11.53,11.81,23.93
1177.75,11.53,11.31,24.98
1227.5,10.71,10.95,25.79
1272.25,11.83,12.53,22.54
1282.25,6.37,11.35,24.9
1326.0,11.83,11.76,24.02
1350.5,11.83,12.35,22.88
1369.25,6.75,13.02,21.7
1380.25,6.5,12.75,22.15
1395.0,6.25,17.47,16.17
1397.0,6.25,16.84,16.78
1380.0,6.25,17.31,16.32
1364.25,-,20.61,13.7
1336.25,-,15.9,17.77
1343.5,-,19.42,14.54
1280.5,-,20.75,13.61
1275.75,-,13.39,21.1
1285.25,-,14.08,20.06
1324.5,5.58,15.67,18.03
1331.0,6.64,16.49,17.13
1336.5,6.64,16.83,16.78
1344.5,6.35,15.44,18.29
1356.5,6.35,16.43,17.19
1350.25,6.35,20.43,13.83
1342.25,-,16.89,16.72
1350.25,6.37,17.55,16.09
1308.75,6.37,21.18,13.34
1298.75,6.37,18.91,14.93
1231.5,-,13.36,21.15
1170.5,-,13.3,21.24
1123.0,-,13.84,20.41
1063.0,-,13.59,20.79
1027.75,-,14.43,19.58
992.0,-,18.33,15.41
929.0,-,21.36,13.22
904.0,-,21.26,13.29
905.25,-,14.45,19.54
960.25,-,13.6,20.77
1021.75,16.82,12.97,21.78
1107.75,9.41,11.59,24.36
1139.5,15.9,11.56,24.44
1201.25,16.96,11.15,25.34
1236.5,16.96,10.7,26.4
1270.0,11.8,12.69,22.26
1306.75,12.42,14.6,19.35
1321.5,6.52,14.96,18.88
1352.0,6.02,15.68,18.01
1355.75,6.02,15.7,18
1373.25,6.02,19.48,14.5
1363.25,-,17.04,16.58
1344.5,-,20.18,14
1295.0,-,18.11,15.6
1285.75,-,18.91,14.93
1301.25,-,20.2,13.99
1286.25,-,13.01,21.72
1308.75,6.13,11.52,24.53
1335.5,12.73,13.05,21.65
1368.25,12.73,17.18,16.44
1327.75,12.73,18.9,14.95
1324.25,-,19.69,14.35
1318.25,-,20.65,13.68
1315.5,-,21.23,13.3
1309.25,-,16.71,16.91
1325.5,-,15.63,18.07
1350.5,6.27,15.42,18.31
1340.75,6.03,19.59,14.42
1325.75,6.03,21.08,13.4
1315.5,6.03,22.45,12.58
1308.0,-,21.48,13.15
1299.25,-,21.77,12.97
1285.75,-,20.96,13.48
1284.25,-,17.45,16.19
1284.75,-,15.85,17.82
1297.75,-,16.05,17.6
1316.5,6.14,17.77,15.9
1330.5,6.28,14.23,19.85
1355.75,6.35,11.79,23.96
1381.5,7.72,15.97,17.69
1377.75,7.72,16.1,17.54
1351.25,7.72,21.18,13.34
1350.25,7.72,17.46,16.18
1340.5,6,16.37,17.26
1364.25,6,13.12,21.53
1379.75,6.86,12.35,22.88
1403.0,6.61,16.43,17.19
1379.5,6.61,17.58,16.07
1369.0,6.61,18.54,15.24
1335.25,-,14.99,18.84
1341.5,-,15.95,17.71
1298.25,-,21.25,13.29
1271.0,-,14.42,19.59
1262.75,-,14.61,19.34
1276.25,6.12,16.07,17.58
1288.75,6.12,12.03,23.49
1306.75,6.49,12.59,22.44
1323.5,6.49,14.57,19.39
1326.5,5.91,14.27,19.8
1348.0,6.7,15.5,18.23
1369.25,6.7,13.08,21.59
1385.5,5.67,12.44,22.71
1395.5,6.24,15.27,18.5
1411.0,6.24,18.9,14.94
1390.0,6.24,18.12,15.59
1386.25,-,17.44,16.19
1351.5,-,20.94,13.49
1350.25,-,14.09,20.05
1399.5,13.97,14.84,19.04
1418.5,6.36,17.74,15.92
1420.25,6.36,19.01,14.86
1414.25,6.36,19.53,14.46
1419.25,-,21.16,13.35
1393.25,-,20.68,13.66
1393.0,-,21.61,13.07
1386.75,-,21.7,13.02
1377.25,-,21.49,13.14
1362.75,-,21.58,13.09
1325.0,-,21.86,12.92
1325.0,-,22.34,12.65
1299.0,-,19.11,14.78
1324.0,-,16.51,17.11
1332.0,6.25,18.73,15.08
1348.25,6.37,15.78,17.9
1346.0,6.37,15.94,17.72
1375.0,6.88,16.68,16.94
1372.0,6.88,16.57,17.04
1385.25,6.88,16.35,17.28
1391.0,6.88,16.94,16.67
1388.0,-,17.98,15.71
1383.0,-,18.79,15.03
1385.25,-,19.03,14.84
1387.5,-,18.74,15.07
1386.0,-,19.24,14.68
1386.5,-,18.69,15.12
1386.0,-,18.64,15.16
1385.25,-,18.64,15.16
1383.5,-,18.84,14.99
1380.0,-,19.11,14.78
1375.0,-,20.28,13.93
1377.75,-,19.17,14.74
1373.25,-,18.64,15.16
1374.5,-,19.27,14.66
1355.25,-,20.28,13.93
1357.75,-,19.66,14.37
1352.5,-,19.5,14.48
1330.0,-,18.66,15.14
1343.25,-,16.94,16.67
1341.0,6.05,16.58,17.04
1359.5,6.05,16.93,16.68
1360.0,6.05,17.91,15.78
1349.25,-,19.03,14.84
1328.25,-,17.25,16.38
1293.5,-,14.01,20.16
1236.5,-,13.53,20.88
1212.75,-,13.33,21.2
1175.0,-,13.46,20.98
1083.0,-,13.68,20.65
840.0,-,16.68,16.94
874.5,-,22.04,12.82
869.5,-,22.75,12.42
881.5,-,22.05,12.81
879.5,-,20.87,13.53
869.0,-,19.17,14.74
869.25,-,18.61,15.18
869.25,-,15.9,17.76
857.75,-,11.87,23.79
879.0,-,11.19,25.24
875.5,-,9.25,30.53
864.75,-,6.72,42.03
873.0,-,4.9,57.65
878.25,-,4.33,65.26
866.75,-,3.22,87.71
831.75,-,1.96,144.24
779.75,-,1.32,213.43
779.75,-,0.71,397.26
965.0,5.49,0.91,309.43
922.5,5.49,2.71,104.42
1534.0,12.24,2.76,102.36
1171.25,11.2,6.68,42.32
945.5,11.2,9.84,28.72
927.0,11.2,7.62,37.05
910.75,-,10.7,26.39
906.5,-,9.73,29.02
963.75,2.14,7.36,38.37
1094.5,4.83,6.29,44.88
1220.5,10.95,6.28,44.98
